source,probe,metric,value,train_on,test_on,layer,position
all,behavior,transfer_auroc,0.9344446737932779,sft__none,dpo__none,16,pre_gen
all,group,transfer_accuracy,0.8572893172031987,sft__none,final__none,16,pre_gen
all,behavior,transfer_auroc,0.9387378083763627,sft__none,final__none,16,pre_gen
all,group,transfer_accuracy,0.9866721345089194,dpo__none,final__none,16,pre_gen
all,behavior,transfer_auroc,0.9635255306942054,dpo__none,final__none,16,pre_gen
all,group,cv_accuracy,0.8405931417979611,base__none,base__none,16,first_gen
all,group,majority,0.419524250849552,base__none,base__none,16,first_gen
all,behavior,cv_auroc,0.6913289828455316,base__none,base__none,16,first_gen
all,behavior,refusal_rate,0.1719409282700422,base__none,base__none,16,first_gen
false_reject,behavior,cv_auroc,0.6354805725971371,base__none,base__none,16,first_gen
or_bench,behavior,cv_auroc,0.6755113322277502,base__none,base__none,16,first_gen
xstest,behavior,cv_auroc,0.624561403508772,base__none,base__none,16,first_gen
all,group,cv_accuracy,0.8433236874741629,sft__none,sft__none,16,first_gen
all,group,majority,0.38776353865233565,sft__none,sft__none,16,first_gen
all,behavior,cv_auroc,0.9128859251079477,sft__none,sft__none,16,first_gen
all,behavior,refusal_rate,0.40982286634460546,sft__none,sft__none,16,first_gen
false_reject,behavior,cv_auroc,0.8993723098995696,sft__none,sft__none,16,first_gen
or_bench,behavior,cv_auroc,0.8919064396163633,sft__none,sft__none,16,first_gen
xstest,behavior,cv_auroc,0.785790679908327,sft__none,sft__none,16,first_gen
all,group,cv_accuracy,0.8344969199178645,dpo__none,dpo__none,16,first_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,16,first_gen
all,behavior,cv_auroc,0.9212690678520447,dpo__none,dpo__none,16,first_gen
all,behavior,refusal_rate,0.3272,dpo__none,dpo__none,16,first_gen
false_reject,behavior,cv_auroc,0.867411520480667,dpo__none,dpo__none,16,first_gen
or_bench,behavior,cv_auroc,0.9125060681877589,dpo__none,dpo__none,16,first_gen
xstest,behavior,cv_auroc,0.876181584782355,dpo__none,dpo__none,16,first_gen
all,group,cv_accuracy,0.834939511995079,final__none,final__none,16,first_gen
all,group,majority,0.38609801107238056,final__none,final__none,16,first_gen
all,behavior,cv_auroc,0.9204475043029259,final__none,final__none,16,first_gen
all,behavior,refusal_rate,0.336,final__none,final__none,16,first_gen
false_reject,behavior,cv_auroc,0.9013813633018931,final__none,final__none,16,first_gen
or_bench,behavior,cv_auroc,0.8852392156862746,final__none,final__none,16,first_gen
xstest,behavior,cv_auroc,0.850690933602966,final__none,final__none,16,first_gen
all,group,transfer_accuracy,0.6965688300950806,base__none,sft__none,16,first_gen
all,behavior,transfer_auroc,0.8317944127130479,base__none,sft__none,16,first_gen
all,group,transfer_accuracy,0.7071868583162217,base__none,dpo__none,16,first_gen
all,behavior,transfer_auroc,0.7666708337088517,base__none,dpo__none,16,first_gen
all,group,transfer_accuracy,0.7000205044084478,base__none,final__none,16,first_gen
all,behavior,transfer_auroc,0.782122776821572,base__none,final__none,16,first_gen
all,group,transfer_accuracy,0.8291581108829569,sft__none,dpo__none,16,first_gen
all,behavior,transfer_auroc,0.9333079434483921,sft__none,dpo__none,16,first_gen
all,group,transfer_accuracy,0.8263276604469961,sft__none,final__none,16,first_gen
all,behavior,transfer_auroc,0.9346815834767642,sft__none,final__none,16,first_gen
all,group,transfer_accuracy,0.9868771785933976,dpo__none,final__none,16,first_gen
all,behavior,transfer_auroc,0.959667240390132,dpo__none,final__none,16,first_gen
all,group,cv_accuracy,0.8375038616002471,base__none,base__none,19,pre_gen
all,group,majority,0.419524250849552,base__none,base__none,19,pre_gen
all,behavior,cv_auroc,0.6095111562658747,base__none,base__none,19,pre_gen
all,behavior,refusal_rate,0.1719409282700422,base__none,base__none,19,pre_gen
false_reject,behavior,cv_auroc,0.5345092024539877,base__none,base__none,19,pre_gen
or_bench,behavior,cv_auroc,0.5949695964621338,base__none,base__none,19,pre_gen
xstest,behavior,cv_auroc,0.5070175438596491,base__none,base__none,19,pre_gen
all,group,cv_accuracy,0.8489045059942125,sft__none,sft__none,19,pre_gen
all,group,majority,0.38776353865233565,sft__none,sft__none,19,pre_gen
all,behavior,cv_auroc,0.8612076752158285,sft__none,sft__none,19,pre_gen
all,behavior,refusal_rate,0.40982286634460546,sft__none,sft__none,19,pre_gen
false_reject,behavior,cv_auroc,0.86987087517934,sft__none,sft__none,19,pre_gen
or_bench,behavior,cv_auroc,0.8113867684478372,sft__none,sft__none,19,pre_gen
xstest,behavior,cv_auroc,0.6677616501145913,sft__none,sft__none,19,pre_gen
all,group,cv_accuracy,0.8459958932238193,dpo__none,dpo__none,19,pre_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,19,pre_gen
all,behavior,cv_auroc,0.9102302823800982,dpo__none,dpo__none,19,pre_gen
all,behavior,refusal_rate,0.3272,dpo__none,dpo__none,19,pre_gen
false_reject,behavior,cv_auroc,0.8546184874516887,dpo__none,dpo__none,19,pre_gen
or_bench,behavior,cv_auroc,0.8947682885843384,dpo__none,dpo__none,19,pre_gen
xstest,behavior,cv_auroc,0.8381374722838137,dpo__none,dpo__none,19,pre_gen
all,group,cv_accuracy,0.8466270248103342,final__none,final__none,19,pre_gen
all,group,majority,0.38609801107238056,final__none,final__none,19,pre_gen
all,behavior,cv_auroc,0.918912794033276,final__none,final__none,19,pre_gen
all,behavior,refusal_rate,0.336,final__none,final__none,19,pre_gen
false_reject,behavior,cv_auroc,0.8950933172787477,final__none,final__none,19,pre_gen
or_bench,behavior,cv_auroc,0.884235294117647,final__none,final__none,19,pre_gen
xstest,behavior,cv_auroc,0.8811369509043928,final__none,final__none,19,pre_gen
all,group,transfer_accuracy,0.6544026457213725,base__none,sft__none,19,pre_gen
all,behavior,transfer_auroc,0.646614687333321,base__none,sft__none,19,pre_gen
all,group,transfer_accuracy,0.6683778234086243,base__none,dpo__none,19,pre_gen
all,behavior,transfer_auroc,0.7442066000133732,base__none,dpo__none,19,pre_gen
all,group,transfer_accuracy,0.6674184949764199,base__none,final__none,19,pre_gen
all,behavior,transfer_auroc,0.7492168674698796,base__none,final__none,19,pre_gen
all,group,transfer_accuracy,0.8577002053388091,sft__none,dpo__none,19,pre_gen
all,behavior,transfer_auroc,0.938759016074123,sft__none,dpo__none,19,pre_gen
all,group,transfer_accuracy,0.8505228624154193,sft__none,final__none,19,pre_gen
all,behavior,transfer_auroc,0.9409552495697073,sft__none,final__none,19,pre_gen
all,group,transfer_accuracy,0.9977445150707402,dpo__none,final__none,19,pre_gen
all,behavior,transfer_auroc,0.9641738382099828,dpo__none,final__none,19,pre_gen
all,group,cv_accuracy,0.8402842137781897,base__none,base__none,19,first_gen
all,group,majority,0.419524250849552,base__none,base__none,19,first_gen
all,behavior,cv_auroc,0.6634754405845805,base__none,base__none,19,first_gen
all,behavior,refusal_rate,0.1719409282700422,base__none,base__none,19,first_gen
false_reject,behavior,cv_auroc,0.6116507611906385,base__none,base__none,19,first_gen
or_bench,behavior,cv_auroc,0.6426202321724711,base__none,base__none,19,first_gen
xstest,behavior,cv_auroc,0.5385964912280702,base__none,base__none,19,first_gen
all,group,cv_accuracy,0.8329888383629599,sft__none,sft__none,19,first_gen
all,group,majority,0.38776353865233565,sft__none,sft__none,19,first_gen
all,behavior,cv_auroc,0.9037167278214513,sft__none,sft__none,19,first_gen
all,behavior,refusal_rate,0.40982286634460546,sft__none,sft__none,19,first_gen
false_reject,behavior,cv_auroc,0.894709469153515,sft__none,sft__none,19,first_gen
or_bench,behavior,cv_auroc,0.8829271873165003,sft__none,sft__none,19,first_gen
xstest,behavior,cv_auroc,0.7656990068754774,sft__none,sft__none,19,first_gen
all,group,cv_accuracy,0.8328542094455852,dpo__none,dpo__none,19,first_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,19,first_gen
all,behavior,cv_auroc,0.9176815352546305,dpo__none,dpo__none,19,first_gen
all,behavior,refusal_rate,0.3272,dpo__none,dpo__none,19,first_gen
false_reject,behavior,cv_auroc,0.8726434996877688,dpo__none,dpo__none,19,first_gen
or_bench,behavior,cv_auroc,0.8844617050674035,dpo__none,dpo__none,19,first_gen
xstest,behavior,cv_auroc,0.8578597269226281,dpo__none,dpo__none,19,first_gen
all,group,cv_accuracy,0.834939511995079,final__none,final__none,19,first_gen
all,group,majority,0.38609801107238056,final__none,final__none,19,first_gen
all,behavior,cv_auroc,0.9199311531841654,final__none,final__none,19,first_gen
all,behavior,refusal_rate,0.336,final__none,final__none,19,first_gen
false_reject,behavior,cv_auroc,0.9127868084821726,final__none,final__none,19,first_gen
or_bench,behavior,cv_auroc,0.8789019607843137,final__none,final__none,19,first_gen
xstest,behavior,cv_auroc,0.8167621615548815,final__none,final__none,19,first_gen
all,group,transfer_accuracy,0.6883009508061182,base__none,sft__none,19,first_gen
all,behavior,transfer_auroc,0.7349375631538179,base__none,sft__none,19,first_gen
all,group,transfer_accuracy,0.7104722792607803,base__none,dpo__none,19,first_gen
all,behavior,transfer_auroc,0.7039907666097817,base__none,dpo__none,19,first_gen
all,group,transfer_accuracy,0.7059667828583145,base__none,final__none,19,first_gen
all,behavior,transfer_auroc,0.7131927710843373,base__none,final__none,19,first_gen
all,group,transfer_accuracy,0.839835728952772,sft__none,dpo__none,19,first_gen
all,behavior,transfer_auroc,0.9298105352517233,sft__none,dpo__none,19,first_gen
all,group,transfer_accuracy,0.8382202173467296,sft__none,final__none,19,first_gen
all,behavior,transfer_auroc,0.9321715433161215,sft__none,final__none,19,first_gen
all,group,transfer_accuracy,0.992413368874308,dpo__none,final__none,19,first_gen
all,behavior,transfer_auroc,0.9602094090648307,dpo__none,final__none,19,first_gen
all,group,cv_accuracy,0.8378127896200185,base__none,base__none,24,pre_gen
all,group,majority,0.419524250849552,base__none,base__none,24,pre_gen
all,behavior,cv_auroc,0.6046188113008479,base__none,base__none,24,pre_gen
all,behavior,refusal_rate,0.1719409282700422,base__none,base__none,24,pre_gen
false_reject,behavior,cv_auroc,0.5475176096341741,base__none,base__none,24,pre_gen
or_bench,behavior,cv_auroc,0.5940851299060255,base__none,base__none,24,pre_gen
xstest,behavior,cv_auroc,0.48596491228070177,base__none,base__none,24,pre_gen
all,group,cv_accuracy,0.8396031417941298,sft__none,sft__none,24,pre_gen
all,group,majority,0.38776353865233565,sft__none,sft__none,24,pre_gen
all,behavior,cv_auroc,0.8616365181172725,sft__none,sft__none,24,pre_gen
all,behavior,refusal_rate,0.40982286634460546,sft__none,sft__none,24,pre_gen
false_reject,behavior,cv_auroc,0.8677725968436154,sft__none,sft__none,24,pre_gen
or_bench,behavior,cv_auroc,0.8176991583480133,sft__none,sft__none,24,pre_gen
xstest,behavior,cv_auroc,0.6507257448433919,sft__none,sft__none,24,pre_gen
all,group,cv_accuracy,0.8373716632443532,dpo__none,dpo__none,24,pre_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,24,pre_gen
all,behavior,cv_auroc,0.904427433867587,dpo__none,dpo__none,24,pre_gen
all,behavior,refusal_rate,0.3272,dpo__none,dpo__none,24,pre_gen
false_reject,behavior,cv_auroc,0.8474118580277126,dpo__none,dpo__none,24,pre_gen
or_bench,behavior,cv_auroc,0.8796444975540535,dpo__none,dpo__none,24,pre_gen
xstest,behavior,cv_auroc,0.817948418718637,dpo__none,dpo__none,24,pre_gen
all,group,cv_accuracy,0.8400656141070331,final__none,final__none,24,pre_gen
all,group,majority,0.38609801107238056,final__none,final__none,24,pre_gen
all,behavior,cv_auroc,0.91877223178428,final__none,final__none,24,pre_gen
all,behavior,refusal_rate,0.336,final__none,final__none,24,pre_gen
false_reject,behavior,cv_auroc,0.8894073182152651,final__none,final__none,24,pre_gen
or_bench,behavior,cv_auroc,0.8934588235294117,final__none,final__none,24,pre_gen
xstest,behavior,cv_auroc,0.8708010335917313,final__none,final__none,24,pre_gen
all,group,transfer_accuracy,0.7097974369574204,base__none,sft__none,24,pre_gen
all,behavior,transfer_auroc,0.6259525002881289,base__none,sft__none,24,pre_gen
all,group,transfer_accuracy,0.708829568788501,base__none,dpo__none,24,pre_gen
all,behavior,transfer_auroc,0.7437327200997764,base__none,dpo__none,24,pre_gen
all,group,transfer_accuracy,0.7049415624359238,base__none,final__none,24,pre_gen
all,behavior,transfer_auroc,0.7542885829030408,base__none,final__none,24,pre_gen
all,group,transfer_accuracy,0.8618069815195072,sft__none,dpo__none,24,pre_gen
all,behavior,transfer_auroc,0.9284732054342106,sft__none,dpo__none,24,pre_gen
all,group,transfer_accuracy,0.8533934795981136,sft__none,final__none,24,pre_gen
all,behavior,transfer_auroc,0.9304016064257028,sft__none,final__none,24,pre_gen
all,group,transfer_accuracy,0.9997949559155218,dpo__none,final__none,24,pre_gen
all,behavior,transfer_auroc,0.9647045324153758,dpo__none,final__none,24,pre_gen
all,group,cv_accuracy,0.8294717330861909,base__none,base__none,24,first_gen
all,group,majority,0.419524250849552,base__none,base__none,24,first_gen
all,behavior,cv_auroc,0.6356453440662733,base__none,base__none,24,first_gen
all,behavior,refusal_rate,0.1719409282700422,base__none,base__none,24,first_gen
false_reject,behavior,cv_auroc,0.5743865030674846,base__none,base__none,24,first_gen
or_bench,behavior,cv_auroc,0.615975677169707,base__none,base__none,24,first_gen
xstest,behavior,cv_auroc,0.5807017543859649,base__none,base__none,24,first_gen
all,group,cv_accuracy,0.8114923522116577,sft__none,sft__none,24,first_gen
all,group,majority,0.38776353865233565,sft__none,sft__none,24,first_gen
all,behavior,cv_auroc,0.8997284888380234,sft__none,sft__none,24,first_gen
all,behavior,refusal_rate,0.40982286634460546,sft__none,sft__none,24,first_gen
false_reject,behavior,cv_auroc,0.8913378766140603,sft__none,sft__none,24,first_gen
or_bench,behavior,cv_auroc,0.8760275983558427,sft__none,sft__none,24,first_gen
xstest,behavior,cv_auroc,0.7703590527119939,sft__none,sft__none,24,first_gen
all,group,cv_accuracy,0.8264887063655031,dpo__none,dpo__none,24,first_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,24,first_gen
all,behavior,cv_auroc,0.9067270597059618,dpo__none,dpo__none,24,first_gen
all,behavior,refusal_rate,0.3272,dpo__none,dpo__none,24,first_gen
false_reject,behavior,cv_auroc,0.859529796965452,dpo__none,dpo__none,24,first_gen
or_bench,behavior,cv_auroc,0.8812502333918368,dpo__none,dpo__none,24,first_gen
xstest,behavior,cv_auroc,0.8319523865095111,dpo__none,dpo__none,24,first_gen
all,group,cv_accuracy,0.8285831453762559,final__none,final__none,24,first_gen
all,group,majority,0.38609801107238056,final__none,final__none,24,first_gen
all,behavior,cv_auroc,0.9151262191623637,final__none,final__none,24,first_gen
all,behavior,refusal_rate,0.336,final__none,final__none,24,first_gen
false_reject,behavior,cv_auroc,0.8987223225633822,final__none,final__none,24,first_gen
or_bench,behavior,cv_auroc,0.8848313725490196,final__none,final__none,24,first_gen
xstest,behavior,cv_auroc,0.8194584878103583,final__none,final__none,24,first_gen
all,group,transfer_accuracy,0.5824720959073998,base__none,sft__none,24,first_gen
all,behavior,transfer_auroc,0.8565118454450182,base__none,sft__none,24,first_gen
all,group,transfer_accuracy,0.6147843942505133,base__none,dpo__none,24,first_gen
all,behavior,transfer_auroc,0.7718457186548787,base__none,dpo__none,24,first_gen
all,group,transfer_accuracy,0.6102111954070125,base__none,final__none,24,first_gen
all,behavior,transfer_auroc,0.7914084911072863,base__none,final__none,24,first_gen
all,group,transfer_accuracy,0.8451745379876797,sft__none,dpo__none,24,first_gen
all,behavior,transfer_auroc,0.9256124825202271,sft__none,dpo__none,24,first_gen
all,group,transfer_accuracy,0.8445765839655526,sft__none,final__none,24,first_gen
all,behavior,transfer_auroc,0.9260298336201951,sft__none,final__none,24,first_gen
all,group,transfer_accuracy,0.9934385892966988,dpo__none,final__none,24,first_gen
all,behavior,transfer_auroc,0.9578055077452668,dpo__none,final__none,24,first_gen
all,group,cv_accuracy,0.8347235094223046,base__none,base__none,26,pre_gen
all,group,majority,0.419524250849552,base__none,base__none,26,pre_gen
all,behavior,cv_auroc,0.6149193075690673,base__none,base__none,26,pre_gen
all,behavior,refusal_rate,0.1719409282700422,base__none,base__none,26,pre_gen
false_reject,behavior,cv_auroc,0.5537093842308566,base__none,base__none,26,pre_gen
or_bench,behavior,cv_auroc,0.6047540077390824,base__none,base__none,26,pre_gen
xstest,behavior,cv_auroc,0.519298245614035,base__none,base__none,26,pre_gen
all,group,cv_accuracy,0.8350558081852005,sft__none,sft__none,26,pre_gen
all,group,majority,0.38776353865233565,sft__none,sft__none,26,pre_gen
all,behavior,cv_auroc,0.8620975242363245,sft__none,sft__none,26,pre_gen
all,behavior,refusal_rate,0.40982286634460546,sft__none,sft__none,26,pre_gen
false_reject,behavior,cv_auroc,0.864329268292683,sft__none,sft__none,26,pre_gen
or_bench,behavior,cv_auroc,0.8211489528283421,sft__none,sft__none,26,pre_gen
xstest,behavior,cv_auroc,0.6528647822765469,sft__none,sft__none,26,pre_gen
all,group,cv_accuracy,0.8328542094455852,dpo__none,dpo__none,26,pre_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,26,pre_gen
all,behavior,cv_auroc,0.907346301556245,dpo__none,dpo__none,26,pre_gen
all,behavior,refusal_rate,0.3272,dpo__none,dpo__none,26,pre_gen
false_reject,behavior,cv_auroc,0.8460954245497967,dpo__none,dpo__none,26,pre_gen
or_bench,behavior,cv_auroc,0.8855446431905598,dpo__none,dpo__none,26,pre_gen
xstest,behavior,cv_auroc,0.8250671023456646,dpo__none,dpo__none,26,pre_gen
all,group,cv_accuracy,0.834939511995079,final__none,final__none,26,pre_gen
all,group,majority,0.38609801107238056,final__none,final__none,26,pre_gen
all,behavior,cv_auroc,0.9235140562248996,final__none,final__none,26,pre_gen
all,behavior,refusal_rate,0.336,final__none,final__none,26,pre_gen
false_reject,behavior,cv_auroc,0.8922837648003211,final__none,final__none,26,pre_gen
or_bench,behavior,cv_auroc,0.8943058823529412,final__none,final__none,26,pre_gen
xstest,behavior,cv_auroc,0.8925963374901696,final__none,final__none,26,pre_gen
all,group,transfer_accuracy,0.6955353451839603,base__none,sft__none,26,pre_gen
all,behavior,transfer_auroc,0.680737180947582,base__none,sft__none,26,pre_gen
all,group,transfer_accuracy,0.7117043121149897,base__none,dpo__none,26,pre_gen
all,behavior,transfer_auroc,0.7472592006837826,base__none,dpo__none,26,pre_gen
all,group,transfer_accuracy,0.7108878408857905,base__none,final__none,26,pre_gen
all,behavior,transfer_auroc,0.7461101549053356,base__none,final__none,26,pre_gen
all,group,transfer_accuracy,0.8691991786447638,sft__none,dpo__none,26,pre_gen
all,behavior,transfer_auroc,0.9262200954155752,sft__none,dpo__none,26,pre_gen
all,group,transfer_accuracy,0.8630305515685872,sft__none,final__none,26,pre_gen
all,behavior,transfer_auroc,0.9268818129661502,sft__none,final__none,26,pre_gen
