checkpoint,layer,position,pseudo_source,t,off_axis,t_refused,t_answered,entanglement,cos_vbeh_vref,cos_vbeh_vover,cos_vbeh_vover_orth,n_harmless,n_harmful,n_refused,n_answered,pseudo_read_harmful,t_lo,t_hi,off_axis_lo,off_axis_hi,t_refused_lo,t_refused_hi,t_answered_lo,t_answered_hi,entanglement_lo,entanglement_hi,cos_vbeh_vref_lo,cos_vbeh_vref_hi,cos_vbeh_vover_lo,cos_vbeh_vover_hi,cos_vbeh_vover_orth_lo,cos_vbeh_vover_orth_hi
base__none,8,last_prompt,all,-0.022108786695770422,1.2091429054115674,0.047792934883696944,-0.03662343201074853,-0.018281616270542145,0.25919046998023987,-0.10840119421482086,-0.10368010401725769,931,1358,163,785,0.03691983122362869,-0.065323733047628,0.03714279612016644,1.1194318356560615,1.2770518262868593,-0.015313658940014812,0.13250588641993452,-0.0776888328422996,0.022177441271473697,-0.05333936559036374,0.030935308523476097,0.082618298381567,0.33872527554631227,-0.2575736477971077,0.12666999623179367,-0.2542013764381409,0.1256509268656367
base__none,8,last_prompt,false_reject,0.0355081953703566,1.4385894146865141,0.08701653298881916,0.01844409978246913,0.024675121530890465,0.20549237728118896,-0.4359685182571411,-0.44117337465286255,931,1358,108,326,0.055299539170506916,-0.012542894605447129,0.10910744460241875,1.345574750265741,1.5239401351077366,0.0141136582717143,0.18762472336804703,-0.03419591022953557,0.09030724361912597,-0.00867238650098443,0.07722929082810878,-0.03177728075534105,0.30079123973846433,-0.47547671794891355,-0.10398971047252419,-0.48403345271945,-0.10395768471062189
base__none,8,last_prompt,or_bench,-0.07290287357614578,1.2481274904720225,-0.03457441193840863,-0.07719335220459156,-0.05831039696931839,0.09498414397239685,0.008304791525006294,0.013866957277059555,931,1358,45,402,0.024608501118568233,-0.11328823604054744,-0.0020813418554630884,1.1503408416699878,1.3300045153821844,-0.11827997939678472,0.07774189587648156,-0.11836532864024289,-0.005308506641839442,-0.09255572650581598,-0.001589310984127235,-0.05983714647591114,0.2427288584411143,-0.20256781354546546,0.23410858213901467,-0.20041109286248684,0.23722596466541246
base__none,8,first_gen,all,0.10595290475719212,1.7294178360041494,0.19988211685158727,0.08644898485035486,0.061150409281253815,0.17352882027626038,-0.41330525279045105,-0.4247114658355713,931,1358,163,785,0.056962025316455694,0.04033095922607075,0.2010750052072258,1.5934535603382438,1.8161796809891348,0.1206115524690547,0.29526211792110457,0.014276237726218945,0.1792854700115947,0.023620360530912876,0.11846824958920477,0.07878952603787184,0.24430873543024054,-0.5201325714588165,-0.18138265162706385,-0.5314587771892547,-0.1885704904794696
base__none,8,first_gen,false_reject,0.20577856691334212,1.9140630590977317,0.25768899291535685,0.18858117930147555,0.10689279437065125,0.1160910427570343,-0.4714536666870117,-0.486651211977005,931,1358,108,326,0.08755760368663594,0.1343499402729998,0.29711771133906995,1.7676205530803273,2.0457915750781104,0.15828786545054907,0.3669471191641616,0.11468727832813386,0.2828799879615155,0.07056250628083945,0.15788881778717037,-0.012850045273080467,0.2052970871329307,-0.5479524537920952,-0.1554820984601975,-0.5613478660583496,-0.16816130280494695
base__none,8,first_gen,or_bench,0.012270135661943444,1.8838960707458288,0.10309397332155425,0.002103319113863639,0.006513016298413277,0.10914075374603271,-0.4759787321090698,-0.4766996502876282,931,1358,45,402,0.015659955257270694,-0.06000213179994006,0.11239338392240572,1.7342394139535753,2.001696639999223,0.002773750571687525,0.22206996176524157,-0.0735362147945308,0.10400961608157773,-0.03275375971570611,0.05986932981759309,0.008122493838891388,0.18968108110129828,-0.5492999643087387,-0.1484184786677364,-0.5508254066109657,-0.14882097281515638
base__none,16,last_prompt,all,-0.04086426404539839,1.3233907677155161,0.0446788422034015,-0.05862671442563043,-0.03086373209953308,0.3069337010383606,0.005506504327058792,0.014986769296228886,931,1358,163,785,0.035864978902953586,-0.08778521823183343,0.025195846674620735,1.2243944563803824,1.3968511461431379,-0.028102463995049263,0.12951565970567547,-0.1049537627448888,0.0029374995467258344,-0.06805947497487068,0.018419089447706878,0.12332760393619538,0.3903894752264022,-0.21881052441895008,0.23112103529274458,-0.2119507011026144,0.23484907522797585
base__none,16,last_prompt,false_reject,0.03767944331662333,1.6128517375080622,0.08917072340096636,0.02062097622477951,0.023355642333626747,0.2030591368675232,-0.39612099528312683,-0.4009729325771332,931,1358,108,326,0.0576036866359447,-0.022557761471809275,0.11281454562959484,1.5089329035787555,1.7030068489458234,0.006586433429374922,0.1882095873925004,-0.04157240575010748,0.09898902866475484,-0.014579924382269382,0.07145147528499357,-0.017747298162430526,0.30913324505090706,-0.4862285956740379,-0.034630782250315045,-0.49181633070111275,-0.0349003542214633
base__none,16,last_prompt,or_bench,-0.10222783247810813,1.2856670705119182,-0.027745069875260705,-0.11056544042789841,-0.07926328480243683,0.160687655210495,-0.0006258226931095123,0.012149030342698097,931,1358,45,402,0.020134228187919462,-0.14448570309470757,-0.03781358784671076,1.19111927891512,1.3720411414810647,-0.11613566630351999,0.08108250953692814,-0.15203068697260325,-0.045668337007587566,-0.11331934779882431,-0.02867689803242684,0.005624035210348667,0.2786749526858329,-0.2281981136649847,0.20700169391930048,-0.22072288244962693,0.22118429504334874
base__none,16,first_gen,all,0.24086545308442983,1.4844436639054188,0.27416222364533044,0.23395153656387277,0.1601649969816208,0.05452150106430054,-0.27535977959632874,-0.28780776262283325,931,1358,163,785,0.25843881856540085,0.183936228609327,0.31081863892566186,1.385407929285485,1.5481528638884914,0.20076414129110445,0.36225393473545964,0.17730812727371106,0.3047897601360436,0.12380269430577755,0.2093335349112749,-0.027529667085036635,0.15103254765272128,-0.3785523548722267,-0.09726932421326642,-0.3903853364288807,-0.11297050639986995
base__none,16,first_gen,false_reject,0.296561055900172,1.6570064588088127,0.32186680147420593,0.28817758629741724,0.17617462575435638,0.0497605986893177,-0.28667333722114563,-0.3001343011856079,931,1358,108,326,0.2903225806451613,0.23635562586228392,0.37904710844953493,1.5504050269601148,1.7513288923844408,0.23876467664478015,0.42859118080283143,0.22309832568105353,0.36802026148061023,0.1421732757240534,0.22372031696140762,-0.05365568250417709,0.15560165233910078,-0.3774018697440624,-0.0529327091760934,-0.3903024226427078,-0.06966881342232235
base__none,16,first_gen,or_bench,0.1868415832214915,1.631342561904107,0.18601352916894986,0.18693424768558908,0.11378851532936096,-0.0009460616856813431,-0.36507293581962585,-0.367351233959198,931,1358,45,402,0.24384787472035793,0.12406985198985905,0.26146092376163343,1.5173771073745874,1.7285757054479227,0.08850107480388036,0.30534125286724145,0.12443655334004604,0.26329297789227646,0.07523339726030827,0.16025109998881815,-0.08146119695156813,0.10025610830634811,-0.43975810408592225,-0.10578247755765924,-0.44121519178152085,-0.10841584168374546
base__none,19,last_prompt,all,-0.07996072056728191,1.3036183091428788,-0.010546218864341208,-0.09437417532859188,-0.06122245267033577,0.2585849463939667,-0.006796226836740971,0.009051965549588203,931,1358,163,785,0.027426160337552744,-0.1201937161084466,-0.015900234177965402,1.2030558535728235,1.380487849429827,-0.0729789309546008,0.06905682814036018,-0.13448554019597522,-0.03178586960253282,-0.09516110830008984,-0.011869638692587685,0.08746175728738308,0.3541720353066921,-0.25634526908397676,0.2471650376915931,-0.2487102195620537,0.25397042930126185
base__none,19,last_prompt,false_reject,-0.041301599327703026,1.562213219104016,0.010639217243062524,-0.05850900588334615,-0.02642863243818283,0.2154425084590912,-0.3408666253089905,-0.33528992533683777,931,1358,108,326,0.05069124423963134,-0.09551877514936212,0.03442261331758914,1.459900444036812,1.6515957906541143,-0.06340073025087242,0.10899486251974908,-0.1160461409802849,0.021742832157147333,-0.06215731929987669,0.022177502885460835,-0.015707959234714505,0.33499823957681657,-0.4745659321546555,0.019083765754476,-0.46528437808156015,0.022052157530560813
base__none,19,last_prompt,or_bench,-0.11456174609275978,1.2848829789250582,-0.04775375812077054,-0.1220402836455583,-0.08880893141031265,0.15316563844680786,-0.07617275416851044,-0.0628184974193573,931,1358,45,402,0.008948545861297539,-0.15481465952896056,-0.04512864676849388,1.1835089574302153,1.374356197107076,-0.13875832134550745,0.06295426988723554,-0.16492848020147644,-0.051258083722675624,-0.12448548637330532,-0.03365907119587067,0.0037756071658805023,0.2680773869156836,-0.29570645168423654,0.19262259490787972,-0.28893992528319357,0.2052677113562821
base__none,19,first_gen,all,0.31427621346653895,1.5841939323632415,0.336070177173698,0.30975081758946194,0.1945902407169342,0.031229780986905098,-0.27371183037757874,-0.28524139523506165,931,1358,163,785,0.3227848101265823,0.2569751206339638,0.3886640960472119,1.4686932248287723,1.6529590187654677,0.2520680032637367,0.43823309162120494,0.2518996255570626,0.3845620730464541,0.1593872308731079,0.24143812172114845,-0.04619487887248397,0.12276370730251072,-0.38674558997154235,-0.0709380857646466,-0.3922089204192162,-0.08677337355911734
