source,probe,metric,value,train_on,test_on,layer,position
all,group,transfer_accuracy,0.9845995893223819,sft__none,dpo__none,26,pre_gen
all,behavior,transfer_auroc,0.9389107533965058,sft__none,dpo__none,26,pre_gen
all,group,transfer_accuracy,0.9813103306633806,sft__none,final__none,26,pre_gen
all,behavior,transfer_auroc,0.9459606515468191,sft__none,final__none,26,pre_gen
all,group,transfer_accuracy,0.9995892380365579,dpo__none,final__none,26,pre_gen
all,behavior,transfer_auroc,0.9726190270556602,dpo__none,final__none,26,pre_gen
all,group,cv_accuracy,0.7570977917981072,base__none,base__none,26,first_gen
all,group,majority,0.33613739922888186,base__none,base__none,26,first_gen
all,behavior,cv_auroc,0.5934168344143741,base__none,base__none,26,first_gen
all,behavior,refusal_rate,0.1772679874869656,base__none,base__none,26,first_gen
false_reject,behavior,cv_auroc,0.5815929878048779,base__none,base__none,26,first_gen
or_bench,behavior,cv_auroc,0.6263561541339319,base__none,base__none,26,first_gen
xstest,behavior,cv_auroc,0.5605231143552312,base__none,base__none,26,first_gen
all,group,cv_accuracy,0.8222773300268651,sft__none,sft__none,26,first_gen
all,group,majority,0.3883033684645588,sft__none,sft__none,26,first_gen
all,behavior,cv_auroc,0.9180417006503963,sft__none,sft__none,26,first_gen
all,behavior,refusal_rate,0.4433734939759036,sft__none,sft__none,26,first_gen
false_reject,behavior,cv_auroc,0.9297837010200342,sft__none,sft__none,26,first_gen
or_bench,behavior,cv_auroc,0.879873417721519,sft__none,sft__none,26,first_gen
xstest,behavior,cv_auroc,0.7174857142857143,sft__none,sft__none,26,first_gen
all,group,cv_accuracy,0.8207392197125256,dpo__none,dpo__none,26,first_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,26,first_gen
all,behavior,cv_auroc,0.8894622457195298,dpo__none,dpo__none,26,first_gen
all,behavior,refusal_rate,0.3506805444355484,dpo__none,dpo__none,26,first_gen
false_reject,behavior,cv_auroc,0.8545379788698404,dpo__none,dpo__none,26,first_gen
or_bench,behavior,cv_auroc,0.7767053876115955,dpo__none,dpo__none,26,first_gen
xstest,behavior,cv_auroc,0.7444976076555024,dpo__none,dpo__none,26,first_gen
all,group,cv_accuracy,0.8211131649209283,final__none,final__none,26,first_gen
all,group,majority,0.3869377695625385,final__none,final__none,26,first_gen
all,behavior,cv_auroc,0.9022794926272031,final__none,final__none,26,first_gen
all,behavior,refusal_rate,0.33466773418734985,final__none,final__none,26,first_gen
false_reject,behavior,cv_auroc,0.8808362730857024,final__none,final__none,26,first_gen
or_bench,behavior,cv_auroc,0.8015328175511242,final__none,final__none,26,first_gen
xstest,behavior,cv_auroc,0.732166727427391,final__none,final__none,26,first_gen
all,group,transfer_accuracy,0.6501343252738169,base__none,sft__none,26,first_gen
all,behavior,transfer_auroc,0.8277364744756048,base__none,sft__none,26,first_gen
all,group,transfer_accuracy,0.6174537987679671,base__none,dpo__none,26,first_gen
all,behavior,transfer_auroc,0.8092776830002985,base__none,dpo__none,26,first_gen
all,group,transfer_accuracy,0.618607516943931,base__none,final__none,26,first_gen
all,behavior,transfer_auroc,0.816074482234467,base__none,final__none,26,first_gen
all,group,transfer_accuracy,0.9484599589322382,sft__none,dpo__none,26,first_gen
all,behavior,transfer_auroc,0.9289731939259835,sft__none,dpo__none,26,first_gen
all,group,transfer_accuracy,0.9449578968987472,sft__none,final__none,26,first_gen
all,behavior,transfer_auroc,0.9395637929743954,sft__none,final__none,26,first_gen
all,group,transfer_accuracy,0.9934278085849251,dpo__none,final__none,26,first_gen
all,behavior,transfer_auroc,0.9667749123382793,dpo__none,final__none,26,first_gen
all,group,cv_accuracy,0.7882930248860848,base__none,base__none,31,pre_gen
all,group,majority,0.33613739922888186,base__none,base__none,31,pre_gen
all,behavior,cv_auroc,0.5537985536419892,base__none,base__none,31,pre_gen
all,behavior,refusal_rate,0.1772679874869656,base__none,base__none,31,pre_gen
false_reject,behavior,cv_auroc,0.5487423780487806,base__none,base__none,31,pre_gen
or_bench,behavior,cv_auroc,0.6284137673026562,base__none,base__none,31,pre_gen
xstest,behavior,cv_auroc,0.4878345498783455,base__none,base__none,31,pre_gen
all,group,cv_accuracy,0.8466625335813185,sft__none,sft__none,31,pre_gen
all,group,majority,0.3883033684645588,sft__none,sft__none,31,pre_gen
all,behavior,cv_auroc,0.8645748374009243,sft__none,sft__none,31,pre_gen
all,behavior,refusal_rate,0.4433734939759036,sft__none,sft__none,31,pre_gen
false_reject,behavior,cv_auroc,0.8751806085700115,sft__none,sft__none,31,pre_gen
or_bench,behavior,cv_auroc,0.740379746835443,sft__none,sft__none,31,pre_gen
xstest,behavior,cv_auroc,0.6734476190476191,sft__none,sft__none,31,pre_gen
all,group,cv_accuracy,0.84435318275154,dpo__none,dpo__none,31,pre_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,31,pre_gen
all,behavior,cv_auroc,0.9044896373494586,dpo__none,dpo__none,31,pre_gen
all,behavior,refusal_rate,0.3506805444355484,dpo__none,dpo__none,31,pre_gen
false_reject,behavior,cv_auroc,0.8718246661542037,dpo__none,dpo__none,31,pre_gen
or_bench,behavior,cv_auroc,0.8061769673572093,dpo__none,dpo__none,31,pre_gen
xstest,behavior,cv_auroc,0.7738038277511963,dpo__none,dpo__none,31,pre_gen
all,group,cv_accuracy,0.8410351201478743,final__none,final__none,31,pre_gen
all,group,majority,0.3869377695625385,final__none,final__none,31,pre_gen
all,behavior,cv_auroc,0.9148889618203697,final__none,final__none,31,pre_gen
all,behavior,refusal_rate,0.33466773418734985,final__none,final__none,31,pre_gen
false_reject,behavior,cv_auroc,0.8843120979456318,final__none,final__none,31,pre_gen
or_bench,behavior,cv_auroc,0.8300461298172968,final__none,final__none,31,pre_gen
xstest,behavior,cv_auroc,0.8131000121521449,final__none,final__none,31,pre_gen
all,group,transfer_accuracy,0.7152304195081628,base__none,sft__none,31,pre_gen
all,behavior,transfer_auroc,0.6771990087207479,base__none,sft__none,31,pre_gen
all,group,transfer_accuracy,0.7147843942505133,base__none,dpo__none,31,pre_gen
all,behavior,transfer_auroc,0.7380228479412642,base__none,dpo__none,31,pre_gen
all,group,transfer_accuracy,0.7089751489012117,base__none,final__none,31,pre_gen
all,behavior,transfer_auroc,0.7514034511944448,base__none,final__none,31,pre_gen
all,group,transfer_accuracy,0.9794661190965093,sft__none,dpo__none,31,pre_gen
all,behavior,transfer_auroc,0.9334859156912093,sft__none,dpo__none,31,pre_gen
all,group,transfer_accuracy,0.9730950913945369,sft__none,final__none,31,pre_gen
all,behavior,transfer_auroc,0.9424167573512054,sft__none,final__none,31,pre_gen
all,group,transfer_accuracy,0.9995892380365579,dpo__none,final__none,31,pre_gen
all,behavior,transfer_auroc,0.972955855342327,dpo__none,final__none,31,pre_gen
all,group,cv_accuracy,0.7651594812478093,base__none,base__none,31,first_gen
all,group,majority,0.33613739922888186,base__none,base__none,31,first_gen
all,behavior,cv_auroc,0.5742637739506449,base__none,base__none,31,first_gen
all,behavior,refusal_rate,0.1772679874869656,base__none,base__none,31,first_gen
false_reject,behavior,cv_auroc,0.5746951219512195,base__none,base__none,31,first_gen
or_bench,behavior,cv_auroc,0.6458099513655068,base__none,base__none,31,first_gen
xstest,behavior,cv_auroc,0.48388077858880774,base__none,base__none,31,first_gen
all,group,cv_accuracy,0.819590824550527,sft__none,sft__none,31,first_gen
all,group,majority,0.3883033684645588,sft__none,sft__none,31,first_gen
all,behavior,cv_auroc,0.920310768136855,sft__none,sft__none,31,first_gen
all,behavior,refusal_rate,0.4433734939759036,sft__none,sft__none,31,first_gen
false_reject,behavior,cv_auroc,0.9226887494339134,sft__none,sft__none,31,first_gen
or_bench,behavior,cv_auroc,0.881518987341772,sft__none,sft__none,31,first_gen
xstest,behavior,cv_auroc,0.7472761904761904,sft__none,sft__none,31,first_gen
all,group,cv_accuracy,0.811088295687885,dpo__none,dpo__none,31,first_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,31,first_gen
all,behavior,cv_auroc,0.8854956674492847,dpo__none,dpo__none,31,first_gen
all,behavior,refusal_rate,0.3506805444355484,dpo__none,dpo__none,31,first_gen
false_reject,behavior,cv_auroc,0.8402188097749335,dpo__none,dpo__none,31,first_gen
or_bench,behavior,cv_auroc,0.7844610664920203,dpo__none,dpo__none,31,first_gen
xstest,behavior,cv_auroc,0.7557416267942584,dpo__none,dpo__none,31,first_gen
all,group,cv_accuracy,0.8108441158348737,final__none,final__none,31,first_gen
all,group,majority,0.3869377695625385,final__none,final__none,31,first_gen
all,behavior,cv_auroc,0.90076232590008,final__none,final__none,31,first_gen
all,behavior,refusal_rate,0.33466773418734985,final__none,final__none,31,first_gen
false_reject,behavior,cv_auroc,0.8704087985059141,final__none,final__none,31,first_gen
or_bench,behavior,cv_auroc,0.8033489520903708,final__none,final__none,31,first_gen
xstest,behavior,cv_auroc,0.7749422773119455,final__none,final__none,31,first_gen
all,group,transfer_accuracy,0.6491010539367638,base__none,sft__none,31,first_gen
all,behavior,transfer_auroc,0.6628683313465922,base__none,sft__none,31,first_gen
all,group,transfer_accuracy,0.5971252566735112,base__none,dpo__none,31,first_gen
all,behavior,transfer_auroc,0.770205901727953,base__none,dpo__none,31,first_gen
all,group,transfer_accuracy,0.5894434175395359,base__none,final__none,31,first_gen
all,behavior,transfer_auroc,0.7695605110577559,base__none,final__none,31,first_gen
all,group,transfer_accuracy,0.9390143737166324,sft__none,dpo__none,31,first_gen
all,behavior,transfer_auroc,0.9202433435242583,sft__none,dpo__none,31,first_gen
all,group,transfer_accuracy,0.933456561922366,sft__none,final__none,31,first_gen
all,behavior,transfer_auroc,0.9288630174056736,sft__none,final__none,31,first_gen
all,group,transfer_accuracy,0.9932224276032039,dpo__none,final__none,31,first_gen
all,behavior,transfer_auroc,0.9621140149355994,dpo__none,final__none,31,first_gen
