group,base__none,dpo__none,final__none,sft__none
harmful,0.48578199052132703,0.8868274582560297,0.8844547563805104,0.8994413407821229
pseudo_harm,0.1822759315206445,0.41586206896551725,0.42482758620689653,0.49029126213592233
harmless,0.2572964669738863,0.1830539193475306,0.18239277652370203,0.23140118667275217
