group,base__none,dpo__none,final__none,sft__none
harmful,0.47664359861591693,0.9114100185528757,0.9053803339517625,0.9293351929335193
pseudo_harm,0.20287253141831238,0.43823326432022086,0.42374051069703245,0.5190311418685121
harmless,0.225,0.20018115942028986,0.20434979610330767,0.2562929061784897
